Sample Name,Sample SubType,Class,SiO2 (wt%),TiO2 (vol%),Al2O3 (wt%),FeO (vol%),MgO (wt%),MnO (wt%),CaO (wt%),Na2O (wt%),K2O (wt%),P2O5 (wt%),Cr2O3 (vol%),Fe (wt%),Cr (wt%),Mn (wt%),Mg (wt%),Ca (wt%),Al (wt%),Na (wt%),Ti (wt%),La (ppm),Sm (ppm),Eu (ppm),Yb (ppm),Lu (ppm),Ba (ppm),He3 (ccstp/g),He4 (ccstp/g),Ne20 (ccstp/g),Ne21 (ccstp/g),Ne22 (ccstp/g),Ar36 (ccstp/g),Ar38 (ccstp/g),Ar40 (ccstp/g),FeTOT (wt%),FeS (wt%),Fe/Mg,MnO/MgO,FeO/MgO,Al2O3/CaO,La/Lu,Eu/Sm,He3/He4,Ne21/Ne22,Ar40/Ar36,Total REE,major_oxides_mean,iron_related_mean,ree_mean,he_group_mean,ne_group_mean,ar_group_mean,lithophile_mean,siderophile_mean,all_noble_gases_mean,elemental_weight_mean,Fe_Oxidation_Index,Mg_Si_Ratio,Mafic_Index,Eu_Anomaly,Silica_Saturation_Index,Mg_Number,Volatile_Depletion_Index,Refractory_Volatile_Ratio,Metal_Silicate_Proxy
BURDETT,H5,H,35.6,0.12,2.07,8.8,21.82,0.3,1.48,0.49,0.06,0.23,0.53,26.42,0.363,0.232,13.16,1.06,1.096,0.36,0.072,19.6718493,12.40108805,4.497900549,13.54512129,0.03404,5.154622222,4.30E-07,1.62E-05,1.10E-07,1.03E-07,1.19E-07,1.26E-08,8.90E-09,2.56E-05,26.42,5.4,2.007598784,0.013748854,0.403299725,1.398648649,577.9039159,0.362702089,0.02654321,0.865546218,2031.746032,50.14999919,7.75625,19.41333333,10.02999984,8.32E-06,1.11E-07,8.54E-06,3.919,9.005,5.32E-06,5.345375,0.333080999,0.612921348,0.81284842,0.347047167,1.162638798,0.71260614,0.015449438,6.454545443,0.742134831
COCKLEBIDDY,H5,H,39.24,0.11,2.15,7.67,23.7,0.36,1.85,1.03,0.11,0.27,0.57,21.91,0.39,0.278,14.29,1.32,1.138,0.76,0.066,19.6718493,12.40108805,4.497900549,0.19,2.021748792,5.154622222,2.50E-08,2.12E-06,1.72E-08,1.24E-08,1.39E-08,1.82E-08,4.70E-09,2.13E-05,21.91,5.41,1.533240028,0.015189873,0.323628692,1.162162162,9.73011552,0.362702089,0.011792453,0.892086331,1171.978022,38.78258669,8.58875,16.41,7.756517338,1.07E-06,1.45E-08,7.12E-06,4.377,7.526,2.94E-06,5.019,0.350068462,0.603975535,0.757912539,2.930239729,1.250876634,0.755498884,0.029051988,3.508771927,0.558358818
BEARDSLEY,H5,H,38.07,0.106666667,2.773333333,25.47,23.65666667,0.32,1.923333333,0.85,0.136666667,0.213333333,0.37,25.4125,0.33625,0.2402,14.08,1.2005,1.087333333,0.539,0.06,19.6718493,12.40108805,0.083,13.54512129,2.021748792,5.154622222,7.88E-08,1.32E-05,1.92E-08,1.51E-08,1.64E-08,1.54E-08,0.001043095,6.80E-05,23.22,5.80592029,1.804865057,0.013526842,1.076652107,1.441941075,9.73011552,0.006692961,0.005959137,0.920731707,4415.584416,47.72280743,8.492916667,18.1461401,9.544561487,6.65E-06,1.69E-08,0.00037037,4.226708333,8.662983333,0.000140557,5.369472917,1.002262666,0.621399177,1.202807476,0.00640408,0.774935541,0.481544307,0.02591717,4.76013513,0.667520357
PANTAR,H5,H,36.01,0.106666667,2.23,11.11,23.29666667,0.273333333,1.816666667,0.905,0.11,0.286666667,0.265,26.61625,0.293571429,0.2267,14.05,1.30175,1.179666667,0.598625,0.06215,19.6718493,12.40108805,0.076,13.54512129,2.021748792,5.154622222,1.73E-07,0.000390135,1.13E-06,1.31E-08,1.01E-07,5.63E-08,1.28E-08,4.69E-05,26.47,5.86,1.894395018,0.011732723,0.476892259,1.227522936,9.73011552,0.006128495,0.000443845,0.427861287,833.5754641,47.71580743,8.116041667,19.64875,9.543161487,0.000195154,4.16E-07,1.57E-05,4.282510417,9.045507143,5.48E-05,5.541089137,0.417414174,0.646949921,0.899755927,0.005863977,1.046599496,0.677097462,0.028186615,3.986863707,0.739134962
MERUA,H5,H,36.88,0.13,2.53,7.45,23.61,0.18,1.82,0.59,0.07,0.29,0.37,23.10333333,0.3015,0.219966667,15.72,1.383333333,1.4145,0.44,0.078,19.6718493,12.40108805,4.497900549,13.54512129,2.021748792,6.2,8.09E-08,3.10E-06,2.51E-08,2.42E-08,2.72E-08,1.05E-08,4.93E-09,2.56E-05,27.57,5.68,1.469677693,0.007623888,0.315544261,1.39010989,9.73011552,0.362702089,0.026091161,0.89199632,2429.905063,52.13770798,8.24625,18.78444444,10.4275416,1.59E-06,2.55E-08,8.54E-06,4.739458333,7.874933333,3.61E-06,5.332579167,0.322464291,0.640184382,0.788124841,0.347047167,1.187379266,0.760141661,0.017895879,6.590909081,0.626446132
YAMATO 791926,H5,H,36.03,0.07,2.69,6.88,24.31,0.23,1.57,0.72,0.07,0.38,0.38,27.19,0.26,0.178,14.66,1.12,1.424,0.53,0.042,19.6718493,12.40108805,4.497900549,13.54512129,2.021748792,5.154622222,3.25E-08,1.00E-05,8.70E-09,9.40E-09,1.01E-08,8.60E-09,3.00E-09,5.81E-05,27.19,7.93,1.854706685,0.009461127,0.283011107,1.713375796,9.73011552,0.362702089,0.003240279,0.930693069,6752.325581,52.13770798,8.25,20.77,10.4275416,5.03E-06,9.40E-09,1.94E-05,4.4335,9.209333333,8.52E-06,5.6755,0.253034204,0.674715515,0.805526859,0.347047167,1.155177942,0.77941648,0.021926173,5.392405056,0.754648904
YAMATO 792764,H4,H,35.89,0.07,1.73,11.19,23.22,0.24,1.43,0.69,0.08,0.23,0.46,28.6,0.315,0.186,14,1.02,0.915,0.512,0.042,19.6718493,12.40108805,4.497900549,13.54512129,2.021748792,5.154622222,5.14E-08,1.41E-05,1.43E-08,1.57E-08,1.71E-08,1.54E-08,4.60E-09,5.71E-05,28.58,5.83,2.042857143,0.010335917,0.481912145,1.20979021,9.73011552,0.362702089,0.003647977,0.918128655,3707.792208,52.13770798,7.93875,21.00333333,10.4275416,7.07E-06,1.57E-08,1.90E-05,4.11175,9.700333333,8.91E-06,5.69875,0.391258741,0.646976874,0.914673046,0.347047167,1.043010753,0.674803836,0.021454444,4.103896099,0.796879354
AARHUS,H6,H,37.49,0.16,1.53,7.39,24.03,0.34,1.69,1.08,0.18,0.15,0.43,26.63,0.294,0.263,14.49,1.21,0.81,0.8,0.096,19.6718493,12.40108805,4.497900549,13.54512129,2.021748792,5.154622222,1.38E-07,1.33E-05,2.11E-08,2.18E-08,2.57E-08,1.27E-08,5.90E-09,6.58E-05,26.63,5.64,1.837819186,0.01414898,0.307532251,0.905325444,9.73011552,0.362702089,0.010369532,0.848249027,5177.952756,52.13770798,8.31125,19.63333333,10.4275416,6.70E-06,2.29E-08,2.19E-05,4.3275,9.062333333,9.91E-06,5.574125,0.277506572,0.640970926,0.805228088,0.347047167,1.193189052,0.764799491,0.033608962,2.555555554,0.710322753
ALEXANDROVSKY,H4,H,35.79,0.1,2.82,6.07,23.15,0.24,1.88,1.6,0.14,0.4,0.3,27.37,0.205,0.185,13.96,1.34,1.492,1.19,0.06,19.6718493,12.40108805,4.497900549,13.54512129,2.021748792,5.154622222,8.20E-08,1.26E-05,2.20E-08,2.20E-08,2.50E-08,1.36E-08,6.00E-09,4.22E-05,27.37,7.4,1.960601719,0.010367171,0.262203024,1.5,9.73011552,0.362702089,0.006507937,0.88,3102.941176,52.13770798,8.2525,20.71333333,10.4275416,6.34E-06,2.30E-08,1.41E-05,4.4955,9.253333333,6.87E-06,5.72525,0.221775667,0.646828723,0.756798757,0.347047167,1.224845996,0.792265571,0.048616932,2.701149424,0.764738754
ALLAN HILLS A76006,H6,H,35.745,0.09,2.235,18.665,23.855,0.315,1.76,0.835,0.1,0.38,0.32,29.13,0.294,0.27,14.38,1.04,1.048,0.5,0.048,19.6718493,12.40108805,4.497900549,13.54512129,2.021748792,5.154622222,4.09E-07,1.56E-05,8.17E-08,9.25E-08,1.01E-07,1.80E-08,1.50E-08,5.76E-05,25.35,7.89,2.025730181,0.013204779,0.782435548,1.269886364,9.73011552,0.362702089,0.026217949,0.917355372,3201.851852,52.13770798,8.153125,20.79,10.4275416,8.00E-06,9.17E-08,1.92E-05,4.242,9.898,9.24E-06,5.83875,0.640748369,0.667366065,1.119536598,0.347047167,0.840663217,0.561030103,0.026157505,4.272727268,0.814939152
YAMATO 791905,H5,H,35.16,0.06,2.8,11.4,23.38,0.24,1.47,0.91,0.15,0.33,0.51,27.43,0.349,0.185,14.1,1.05,1.482,0.68,0.036,19.6718493,12.40108805,4.497900549,13.54512129,2.021748792,5.154622222,6.31E-07,1.35E-05,1.27E-07,1.38E-07,1.55E-07,2.00E-08,2.28E-08,5.68E-05,27.43,6.09,1.945390071,0.010265184,0.487596236,1.904761905,9.73011552,0.362702089,0.046815145,0.887387387,2838.5,52.13770798,8.055,20.31666667,10.4275416,7.05E-06,1.40E-07,1.89E-05,4.328,9.321333333,8.92E-06,5.664,0.415603354,0.664960182,0.916227608,0.347047167,1.010925819,0.672225417,0.030147895,4.028301883,0.780147895
YAMATO 792935,H5,H,35.62,0.05,2.62,10.21,24.66,0.25,1.6,0.78,0.08,0.34,0.46,25.8,0.315,0.193,14.87,1.14,1.387,0.58,0.03,19.6718493,12.40108805,4.497900549,13.54512129,2.021748792,5.154622222,6.30E-07,1.27E-05,1.20E-07,1.27E-07,1.47E-07,1.98E-08,2.18E-08,5.70E-05,25.8,7.65,1.735036987,0.010137875,0.414030819,1.6375,9.73011552,0.362702089,0.04952044,0.863172226,2876.262626,52.13770798,8.24375,19.75,10.4275416,6.67E-06,1.31E-07,1.90E-05,4.49425,8.769333333,8.84E-06,5.539375,0.395736434,0.692307692,0.911872385,0.347047167,1.02150846,0.707198165,0.024143739,4.906976738,0.724312184
YAMATO 793167,H5,H,36.33,0.05,2.41,8.56,24.37,0.14,1.7,0.67,0.07,0.3,0.32,27.35,0.219,0.108,14.7,1.21,1.275,0.5,0.03,19.6718493,12.40108805,4.497900549,13.54512129,2.021748792,5.154622222,5.71E-07,1.47E-05,7.91E-08,7.84E-08,9.82E-08,3.19E-08,1.94E-08,6.87E-05,27.35,6.1,1.860544218,0.005744768,0.351251539,1.417647059,9.73011552,0.362702089,0.038724559,0.798777382,2152.821317,52.13770798,8.24875,20.26666667,10.4275416,7.66E-06,8.52E-08,2.29E-05,4.42125,9.225666667,1.05E-05,5.674,0.31297989,0.670795486,0.850025813,0.347047167,1.103249317,0.740054661,0.020368841,5.554054047,0.75282136
ANKOBER,H4,H,35.35,0.12,2.32,13.05,22.86,0.32,1.72,0.84,0.12,0.33,0.55,27.47,0.376,0.247,13.79,1.23,1.228,0.62,0.072,19.6718493,12.40108805,4.497900549,13.54512129,2.021748792,5.154622222,2.27E-07,1.46E-05,5.82E-08,4.50E-08,4.82E-08,3.22E-08,1.22E-08,7.10E-05,27.47,5.29,1.992023205,0.01399825,0.570866142,1.348837209,9.73011552,0.362702089,0.015547945,0.933609959,2204.968944,52.13770798,7.9825,20.07666667,10.4275416,7.41E-06,5.05E-08,2.37E-05,4.217,9.364333333,1.08E-05,5.629125,0.475063706,0.646676096,0.953278471,0.347047167,0.984405458,0.636591479,0.027157001,4.208333329,0.77708628
ATLANTA,EL6 CHONDRITE,Enstatite,37.82,0.075,2.285,0.72,21.305,0.195,0.45,0.57,0.075,0.35,0.41,25.72125,0.321833333,0.154833333,13.35,0.398,1.27475,0.48925,0.04475,3.997833333,2.783,0.387316667,2.3335,0.327666667,4.693333333,5.38E-07,1.11E-05,1.05E-07,1.14E-07,1.21E-07,5.33E-08,1.61E-08,4.61E-05,26.88,7.18,1.926685393,0.009152781,0.033794884,5.077777778,12.20091556,0.139172356,0.048526759,0.93543956,864.9155722,9.829316667,7.88125,19.92708333,1.965863333,5.81E-06,1.13E-07,1.54E-05,3.878,8.732638889,7.27E-06,5.219333333,0.027992419,0.563326282,0.549183394,0.151986733,1.717139614,0.967309875,0.017054469,4.240310071,0.68009651
EAGLE,EL6 CHONDRITE,Enstatite,43.18,0.1,2.11,11.35487879,23.92,0.28,0.75,0.83,0.09,0.23,0.32,19.62333333,0.1895,0.2035,14.16,0.698,1.085,0.618,0.05,0.181771429,0.141771429,0.046,0.189685714,0.030571429,1.844,4.75E-07,9.87E-06,8.93E-08,9.48E-08,1.05E-07,1.49E-07,3.64E-08,5.33E-05,23.19,8.11,1.385828625,0.011705686,0.47470229,2.813333333,5.945794393,0.324465941,0.048125633,0.902857143,357.7181208,0.5898,8.92375,16.97444444,0.11796,5.17E-06,9.64E-08,1.78E-05,4.14025,6.672111111,8.01E-06,4.578416667,0.578641691,0.553960167,0.778866831,0.280508586,1.224100592,0.678102968,0.02130616,3.108695649,0.454454223
PILLISTFER,EL6 CHONDRITE,Enstatite,35.16,0.0875,1.866,31.44666667,18.262,0.29,1.056,0.8925,0.098,0.385,0.545,28.666,0.25025,0.162,13.3375,0.7812,1.01875,0.574666667,0.0505,0.903777778,0.711094444,0.367054545,1.242991667,0.201481667,34.9025,7.52E-08,9.00E-06,2.53E-08,2.29E-08,2.55E-08,2.50E-07,5.53E-08,5.14E-05,29.67,8.65,2.149278351,0.015879969,1.721972767,1.767045455,4.485657642,0.516182553,0.008356286,0.897937875,206.0897436,3.426400101,7.2511875,22.32866667,0.68528002,4.54E-06,2.46E-08,1.72E-05,3.928029167,9.69275,7.61E-06,5.605108333,1.097002256,0.519397042,1.342534075,0.390420717,0.707321326,0.367380604,0.028171217,2.950025237,0.815301479
HVITTIS,EL6 CHONDRITE,Enstatite,36.9175,0.11,1.88,32.03,20.4725,0.3375,1.36,0.55,0.07,0.423333333,0.596666667,24.25,0.3065,0.162857143,13.95,0.9905,1.04,0.60425,0.043,1.661788889,1.208363158,0.204322222,1.195927778,0.169383333,11.51175,3.56E-07,1.29E-05,9.57E-08,8.79E-08,9.48E-08,6.71E-07,1.75E-07,3.55E-05,25.09333333,9.87,1.738351254,0.016485529,1.564537795,1.382352941,9.810817016,0.169090079,0.027649984,0.92721519,52.94336811,4.43978538,7.751354167,19.73777778,0.887957076,6.61E-06,9.28E-08,1.21E-05,4.1461875,8.239785714,6.23E-06,5.168388393,1.320824742,0.554547301,1.35324441,0.169966914,0.703156993,0.389933813,0.016794203,5.225806443,0.656870048
KOTA-KOTA,EH3 CHONDRITE,Enstatite,38.355,0.0505,1.25,1.34,20.94,0.2305,0.575,0.905,0.03,0.2415,0.3,27.434,0.233,0.1875,11.4875,0.51,0.697666667,0.613,0.0305,0.2595,0.144241667,0.05225,0.1545,0.0223,3.31,5.66E-07,1.03E-05,8.96E-08,8.37E-08,9.63E-08,7.25E-08,2.41E-08,4.52E-05,29.685,9.23,2.388161045,0.011007641,0.063992359,2.173913043,11.6367713,0.362239297,0.054951456,0.869158879,622.7586207,0.632791667,7.815875,22.11633333,0.126558333,5.43E-06,8.99E-08,1.51E-05,3.327041667,9.284833333,7.05E-06,5.149145833,0.0488445,0.545952288,0.562555233,0.350006963,1.721499102,0.939856373,0.024377526,1.951871656,0.715265285
QINGZHEN,EH3 CHONDRITE,Enstatite,34.17,0.09,2.55,3.18,18.03,0.33,1.14,0.6,0.07,0.11,0.37,32.46,0.253342857,0.1801,10.72285714,0.945,0.937428571,0.556771429,0.054,0.356759091,0.206945455,0.09532,0.27235,0.050008333,23.465,0.521666689,43.83333508,0.66833336,0.418571448,0.556666689,1.465000062,0.30666668,523.3333445,33.78,14.64,3.027178257,0.018302829,0.176372712,2.236842105,7.133992819,0.460604463,0.011901141,0.751924727,357.2241108,0.981382879,7.125,26.96,0.196276576,22.17750089,0.547857165,175.0350038,3.290514286,10.96448095,71.38794807,5.7636875,0.097966728,0.527655838,0.577614379,0.40150633,1.611032532,0.850070721,0.019607843,5.507462678,0.949956102
KHAIRPUR,EL6 CHONDRITE,Enstatite,39.012,0.135333333,2.11,19.5,21.1525,0.8,1.3525,0.7,0.0735,0.27,0.6425,21.15166667,0.310525,0.2245,14.20666667,0.81125,1.0304,0.6042,0.037,0.17532,0.117966667,0.0487,0.14198,0.02162,10.13924306,6.70E-07,1.49E-05,1.19E-07,1.21E-07,1.32E-07,2.81E-07,1.04E-07,5.30E-05,24.58333333,8.935,1.488854998,0.037820589,0.921876847,1.560073937,8.109158187,0.412828483,0.044966443,0.916666667,188.6120996,0.505586667,8.1838125,18.22333333,0.101117333,7.79E-06,1.24E-07,1.78E-05,4.163129167,7.228897222,8.67E-06,4.797026042,0.921913167,0.542204963,0.988582754,0.376301299,0.959645778,0.520324703,0.019827233,4.476405941,0.542183602
ALLAN HILLS A77295,EH3 CHONDRITE,Enstatite,35.7,0.11,1.79,11.35487879,18.34,0.27,1.26,0.78,0.07,0.44,0.4,30.25,0.2917,0.200766667,10.75,0.884,0.87,0.56,0.066,0.228,0.136666667,0.052533333,0.153333333,0.023833333,2.12,6.81E-07,0.000816915,5.00E-06,1.21E-07,5.08E-07,3.80E-07,8.15E-08,4.30E-05,30.6,13.49,2.813953488,0.014721919,0.619131886,1.420634921,9.566433566,0.384390244,0.000833318,0.427861287,113.1715657,0.594366667,7.33125,24.78,0.118873333,0.000408798,1.88E-06,1.45E-05,3.266,10.24748889,0.000108339,5.484058333,0.375367894,0.51372549,0.792074654,0.362898661,1.202227504,0.617614914,0.023809524,3.58823529,0.847338936
JAJH DEH KOT LALU,EL6 CHONDRITE,Enstatite,43.85,0.08,2.01,11.35487879,23.26,0.15,1.35,0.91,0.06,0.27,0.32,21.99,0.275833333,0.1436,14.22,0.983333333,1.0535,0.6172,0.049,0.182166667,0.1282,0.05065,0.156383333,0.023066667,2.82,6.93E-07,1.27E-05,1.15E-07,1.23E-07,1.40E-07,1.81E-07,4.45E-08,5.28E-05,22.17,8.75,1.546413502,0.006448839,0.488171917,1.488888889,7.897398844,0.395085803,0.054566929,0.878571429,291.7127072,0.540466667,8.9825,17.63666667,0.108093333,6.70E-06,1.26E-07,1.77E-05,4.218508333,7.469811111,8.35E-06,4.916558333,0.516365566,0.530444698,0.754794566,0.357717512,1.266796289,0.671965375,0.022120867,3.463917522,0.501482326
YAMATO 691,EH3 CHONDRITE,Enstatite,37.145,0.0775,2.24,0.72,19.435,0.2435,0.87,0.845,0.0775,0.462,0.435,29.29,0.322,0.1975,11.435,0.81625,1.0215,0.6775,0.04785,0.235,0.146,0.051366667,0.147666667,0.0239,2.93,2.79E-08,4.58E-06,3.22E-08,2.86E-08,1.22E-08,2.00E-07,6.33E-08,1.06E-05,29.33,14.11,2.561434193,0.012528943,0.037046565,2.574712644,9.832635983,0.351826484,0.00609614,1.182042918,53.04130163,0.603933333,7.66475,24.24333333,0.120786667,2.30E-06,2.43E-08,3.62E-06,3.4875625,9.9365,1.94E-06,5.47595,0.024581769,0.523219814,0.511743049,0.349835371,1.842967006,0.964276854,0.024835106,3.371273709,0.788531431
INDARCH,EH4 CHONDRITE,Enstatite,35.44,0.065,1.46,11.35487879,17.875,0.265,1.04,1.01,0.105,0.5,0.47,29.36222222,0.3062625,0.22655,10.68666667,0.832,0.779,0.7625,0.0415,0.72056087,0.432970833,0.199085,0.529586485,0.085697339,26.77,1.26E-07,1173.333702,2.54E-06,4.54E-08,5.88E-07,138.3000003,4.62E-08,1.73E-05,31.78,14.2,2.747556665,0.014825175,0.635237974,1.403846154,8.40820589,0.459811573,1.08E-10,0.427861287,1.25E-07,1.967900527,7.211875,25.11407407,0.393580105,586.6668513,1.06E-06,46.10000589,3.265041667,9.965011574,163.9542154,5.374587674,0.386717283,0.504373589,0.792137637,0.41575815,1.212457987,0.611531787,0.031461625,2.242152464,0.828505142
DANIEL'S KUIL,EL6 CHONDRITE,Enstatite,36.768,0.1612,1.796,10.582,22.154,0.18,1.256,0.644,0.082,0.273333333,0.586,31.062,0.2814,0.0735,12.82666667,0.643333333,0.88275,0.4725,0.057333333,0.2952,0.2031,0.0678,0.2214,0.0338,10.13924306,5.60E-07,8.10E-06,9.03E-08,9.83E-08,1.08E-07,1.97E-07,4.81E-08,4.81E-05,31.145,7.083333333,2.421673597,0.008124944,0.477656405,1.429936306,8.733727811,0.333825702,0.069135802,0.909722222,244.1624365,0.8213,7.894166667,23.09677778,0.16426,4.33E-06,9.89E-08,1.61E-05,3.7063125,10.4723,7.16E-06,5.787435417,0.340673492,0.602534813,0.848874598,0.319731866,1.123167155,0.676747312,0.019745431,4.203856744,0.844810705
ABEE,EH4 CHONDRITE,Enstatite,40.1025,0.066666667,1.826666667,11.35487879,18.59333333,0.25,0.493333333,1.18,0.116666667,0.52,0.429715686,32.88923077,0.277228571,0.225116667,11.21,0.650333333,0.9016,0.803442857,0.039666667,1.879831765,0.951032105,0.286064706,0.886011111,0.14378375,5.804333333,1.19E-07,1.41E-05,3.33333338,0.045333354,0.518181842,25.00000058,5.070000055,142.5000672,30.35333333,15.85,2.933918891,0.013445679,0.610696242,3.702702703,13.07402098,0.300793952,0.008432023,0.427861287,5.700002554,4.146723437,7.8853125,26.36418803,0.829344687,7.10E-06,1.298949525,57.52335594,3.391344048,11.13052534,22.05836632,5.874577358,0.345246104,0.463645242,0.71425727,0.311635629,1.339061572,0.620849527,0.032333811,1.789203083,0.820129188
ADHI KOT,EH4 CHONDRITE,Enstatite,35.94,0.13,2.02,11.35487879,16.67,0.22,1.22,0.81,0.1,0.37,0.44,32.255,0.3355,0.205,10.05,0.87,0.9595,0.665,0.078,0.202,0.1273,0.0481,0.1364,0.0206,10.13924306,4.70E-08,1.43E-05,4.20E-08,7.95E-09,1.50E-08,8.80E-08,1.60E-08,6.64E-05,33.31,15.5,3.209452736,0.013197361,0.681156496,1.655737705,9.805825243,0.377847604,0.003286713,0.53,754.5454545,0.5344,7.16875,27.02166667,0.10688,7.17E-06,2.17E-08,2.22E-05,3.136125,10.93183333,1.01E-05,5.67725,0.352034686,0.463828603,0.738273941,0.365025905,1.282431952,0.594828621,0.025319978,3.560439557,0.897468002
BLITHFIELD,EL6 CHONDRITE,Enstatite,44.99,0.095,2.085,11.35487879,25.58,0.195,0.86,0.92,0.085,0.205,0.35,20.594,0.454,0.149,15.425,0.563,1.1045,0.68,0.056,0.3526,0.265,0.0709,0.224,0.0318,10.13924306,4.80E-07,6.00E-06,9.70E-08,9.80E-08,1.09E-07,6.90E-08,1.97E-08,3.24E-05,20.185,12.2,1.335105348,0.007623143,0.443896747,2.424418605,11.08805031,0.26754717,0.08,0.899082569,469.5652174,0.9443,9.365,17.65966667,0.18886,3.24E-06,1.01E-07,1.08E-05,4.443125,7.065666667,4.91E-06,4.8781875,0.551368301,0.568570793,0.784596469,0.29100422,1.218089824,0.692570298,0.022338297,2.930348256,0.457746166
YAMATO 74370,EH4 CHONDRITE,Enstatite,34.14,0.12,2.51,3.9,18.2,0.23,1.1,0.74,0.09,0.46,0.43,27.18666667,0.293333333,0.184,10.82,0.786666667,1.155333333,0.559333333,0.072,0.23,0.13,0.045,0.156,0.023,10.13924306,1.93E-08,4.98E-06,1.52E-08,4.83E-09,6.67E-09,5.19E-08,1.00E-08,4.57E-05,27.78,12.77,2.51263093,0.012637363,0.214285714,2.281818182,10,0.346153846,0.0038714,0.725,881.5102828,0.584,7.18375,22.57888889,0.1168,2.50E-06,8.89E-09,1.53E-05,3.330333333,9.221333333,6.35E-06,5.132166667,0.143452673,0.533099004,0.603001364,0.315993781,1.54479638,0.823529412,0.024311658,4.349397585,0.796328842
ALLAN HILLS A77156,EH3 CHONDRITE,Enstatite,33.24,0.18,2.98,3.81,18.52,0.26,0.89,0.76,0.09,0.24,0.37,28.38,0.253,0.201,11.17,0.64,1.577,0.56,0.108,0.684470651,0.44990054,0.121240809,1.950066635,0.071274029,10.13924306,5.07E-07,1.10E-05,1.13E-07,1.08E-07,1.20E-07,1.16E-07,3.13E-08,8.97E-05,28.38,14.04,2.540734109,0.014038877,0.205723542,3.348314607,9.603366941,0.269483583,0.04630137,0.900750626,776.6233766,3.276952664,7.1225,23.6,0.655390533,5.73E-06,1.14E-07,2.99E-05,3.48675,9.611333333,1.27E-05,5.361125,0.134249471,0.557160048,0.616510215,0.129439207,1.488580385,0.829377519,0.0255716,4.552941171,0.853790614
YAMATO 792959,EH3 CHONDRITE,Enstatite,32.29,0.075,2.275,17.675,17.72,0.275,1.255,0.56,0.05,0.24,0.32,28.08,0.219,0.2125,10.685,0.895,1.204,0.42,0.045,0.684470651,0.44990054,0.121240809,1.950066635,0.071274029,10.13924306,4.15E-07,8.83E-06,8.94E-08,8.15E-08,9.60E-08,6.94E-08,1.95E-08,2.33E-05,28.08,13.275,2.627983154,0.015519187,0.997460497,1.812749004,9.603366941,0.269483583,0.046998867,0.8484375,335.7348703,3.276952664,6.833125,23.145,0.655390533,4.62E-06,8.90E-08,7.80E-06,3.301,9.503833333,4.11E-06,5.2200625,0.629451567,0.548776711,1.02401273,0.129439207,0.912275745,0.500635683,0.018891298,5.786885236,0.869619077
EET 87746,EH4 CHONDRITE,Enstatite,37.45666667,0.100483333,2.057981481,11.35487879,20.02385185,0.277861111,1.015435185,0.78925,0.079592593,0.332787037,0.429715686,29.1,0.287346084,0.196,11.5,0.842,0.88,0.596729173,0.054481579,0.213028571,0.123112857,0.051628571,26.79048333,0.02444,1.5,6.80E-09,9.75E-06,3.48E-08,1.40E-09,5.50E-09,3.74E-07,7.00E-08,0.00011215,28.11083333,11.54907407,2.530434783,0.013876507,0.567067659,2.026699007,8.716389993,0.419359705,0.000697436,0.427861287,299.8663102,27.20269333,7.754178241,22.91996914,5.440538667,4.88E-06,1.39E-08,3.75E-05,3.454682293,9.861115361,1.53E-05,5.432069604,0.39020202,0.534587128,0.794103759,0.028428119,1.193696045,0.63813454,0.02319594,3.537368782,0.776897748
ELEPHANT MORAINE 87746,EH4 CHONDRITE,Enstatite,37.45666667,0.100483333,2.057981481,11.35487879,20.02385185,0.277861111,1.015435185,0.78925,0.079592593,0.332787037,0.429715686,33.78888889,0.285366667,0.196477778,11.625,0.89825,0.881875,0.50024,0.06505,0.245333333,0.141444444,0.058242857,0.169,0.02598,10.13924306,6.90E-09,9.75E-06,3.48E-08,1.40E-09,5.50E-09,3.74E-07,7.00E-08,0.00011215,28.11083333,11.54907407,2.906571087,0.013876507,0.567067659,2.026699007,9.443161406,0.411771967,0.00070745,0.427861287,299.8663102,0.640000635,7.754178241,24.4829321,0.128000127,4.88E-06,1.39E-08,3.75E-05,3.47634125,11.42357778,1.53E-05,6.030143542,0.336053631,0.534587128,0.794103759,0.376709324,1.193696045,0.63813454,0.02319594,3.537368782,0.90207944
ATARRA,L4,L,40.12,0.12,2.053333333,21.53666667,25.91,0.34,1.916666667,0.786666667,0.106666667,0.256666667,0.486666667,20.52,0.3855,0.259333333,15,1.48,1.0255,0.725,0.07785,1.29,0.222,0.081,0.228,0.043,5.12,2.40E-07,9.40E-06,8.00E-08,8.00E-08,8.50E-08,1.50E-08,1.40E-08,4.16E-05,20.54,5.37,1.368,0.013122347,0.831210601,1.071304348,30,0.364864865,0.025531915,0.941176471,2773.333333,1.864,8.93625,15.47666667,0.3728,4.82E-06,8.17E-08,1.39E-05,4.557625,7.054944444,6.44E-06,4.934147917,1.049545159,0.645812562,1.125039519,0.360032003,0.845581003,0.546086834,0.022266534,4.444029846,0.511465603
