Sample Name,Sample SubType,Class,SiO2 (wt%),TiO2 (vol%),Al2O3 (wt%),FeO (vol%),MgO (wt%),MnO (wt%),CaO (wt%),Na2O (wt%),K2O (wt%),P2O5 (wt%),Cr2O3 (vol%),Fe (wt%),Cr (wt%),Mn (wt%),Mg (wt%),Ca (wt%),Al (wt%),Na (wt%),Ti (wt%),La (ppm),Sm (ppm),Eu (ppm),Yb (ppm),Lu (ppm),Ba (ppm),He3 (ccstp/g),He4 (ccstp/g),Ne20 (ccstp/g),Ne21 (ccstp/g),Ne22 (ccstp/g),Ar36 (ccstp/g),Ar38 (ccstp/g),Ar40 (ccstp/g),FeTOT (wt%),FeS (wt%),Fe/Mg,MnO/MgO,FeO/MgO,Al2O3/CaO,La/Lu,Eu/Sm,He3/He4,Ne21/Ne22,Ar40/Ar36,Total REE,major_oxides_mean,iron_related_mean,ree_mean,he_group_mean,ne_group_mean,ar_group_mean,lithophile_mean,siderophile_mean,all_noble_gases_mean,elemental_weight_mean,Fe_Oxidation_Index,Mg_Si_Ratio,Mafic_Index,Eu_Anomaly,Silica_Saturation_Index,Mg_Number,Volatile_Depletion_Index,Refractory_Volatile_Ratio,Metal_Silicate_Proxy
SIOUX COUNTY,EUCRITE-MMICT,Achondrite,49.01111111,0.612571429,12.63125,18.37375,7.1025,0.551,10.335,0.424142857,0.039428571,6.29875,0.293333333,15.05153077,0.2187,0.436224615,4.523527778,7.317963636,7.184391111,0.296330727,0.346875,2.804285714,1.348333333,0.471166667,1.534,0.2367,31.06666667,2.37E-07,5.35E-05,5.09E-08,4.11E-08,5.04E-08,3.27E-08,3.24E-08,1.23E-05,14.295,0.24,3.327387718,0.077578317,2.586941218,1.222181906,11.84742592,0.349443758,0.004420549,0.814985695,375.6498471,6.394485714,10.79914782,9.862176923,1.278897143,2.69E-05,4.74E-08,4.12E-06,4.830553313,5.235485128,8.28E-06,4.421942955,1.220723014,0.144916119,0.413291275,0.327614596,1.923796128,0.278789068,0.009458497,49.54198757,0.307104459
BINDA,EUCRITE-CM,Achondrite,49.9725,0.36575,9.4575,16.5725,14.475,0.505,7.66,0.16,0.025,0.0725,0.5075,12.809,0.475125,0.388111111,9.618333333,5.152857143,4.55,0.1155,0.246333333,0.3964,0.296266667,0.2314,0.4414,0.07008,8.5,3.58E-07,8.30E-06,2.61E-08,5.77E-08,6.37E-08,2.09E-08,2.54E-08,5.14E-06,13.23333333,0.95,1.331727604,0.034887737,1.144905009,1.234660574,5.656392694,0.781053105,0.043063642,0.905808477,246.485623,1.435546667,10.2909375,8.997444444,0.287109333,4.33E-06,4.92E-08,1.73E-06,4.859172619,4.557412037,1.75E-06,4.16940749,1.293816847,0.289659313,0.522421336,0.639890693,1.609549883,0.466221113,0.003702036,92.52702653,0.256320977
BÉRÉBA,EUCRITE-MMICT,Achondrite,48.77,0.804333333,12.94333333,18.78,6.84,0.543333333,10.80333333,0.456666667,0.048666667,0.114666667,0.273333333,14.81714286,0.201833333,0.4225,4.044,7.551666667,6.9264,0.324857143,0.519,2.865,1.781666667,0.622666667,1.77,0.281842857,29.96,2.53E-07,8.94E-06,4.53E-08,4.32E-08,5.42E-08,2.13E-08,3.01E-08,1.14E-05,14.74,0.67,3.663981913,0.079434698,2.745614035,1.19808701,10.16523899,0.3494855,0.02833178,0.797293141,533.671875,7.32117619,10.065,10.07571429,1.464235238,4.60E-06,4.76E-08,3.81E-06,4.711730952,5.14715873,2.60E-06,4.350925,1.267450829,0.140250154,0.415145295,0.350635397,1.903590945,0.266978923,0.010361561,46.99208434,0.303816749
ELEPHANT MORAINE A79001,MARTIAN (SHERGOTTITE),Achondrite,49.07666667,0.928333333,8.003333333,17.77833333,11.71166667,0.470166667,9.033333333,1.266666667,0.058833333,0.938333333,0.38,13.95543211,0.279766087,0.357863333,6.724309444,6.552260526,4.658755882,0.956405263,0.605672941,0.637125,1.151212,0.568833333,1.64,0.235269231,10.8475,0.084444453,6.66666728,0.110000014,0.010000001,0.024285717,0.076842113,0.020000002,123.1579044,14.04333333,0.545,2.075370299,0.040145154,1.518001992,0.88597786,2.70806768,0.494116925,0.012666667,0.427861287,1602.739685,4.232439564,10.069875,9.51458848,0.846487913,3.375555867,0.048095244,41.08491549,4.722932779,4.864353842,16.26876799,4.261308198,1.273936428,0.238640223,0.516643308,0.413985814,1.664179948,0.397140274,0.027008762,12.85301143,0.28435982
PETERSBURG,EUCRITE-PMICT,Achondrite,49.18,0.57,10.82,17,11.24,0.52,8.49,0.35,0.03,0.08,0.56,12.0325,0.343666667,0.397,6.78,6.13,5.858,0.272,0.342,2.228,1.5692,0.5292,1.5698,0.2342,31,2.59E-07,2.09E-05,5.51E-08,4.38E-08,5.25E-08,2.61E-08,2.94E-08,1.98E-05,14.04,0.74,1.774705015,0.046263345,1.512455516,1.274440518,9.51323655,0.337241907,0.012397605,0.833650673,761.3059361,6.1304,10.08875,8.9375,1.22608,1.06E-05,5.05E-08,6.63E-06,4.76,4.257722222,5.15E-06,4.019395833,1.412840224,0.22854819,0.470666667,0.337177451,1.741501416,0.398016997,0.007726718,50.81578934,0.244662464
JUVINAS,EUCRITE-MMICT,Achondrite,48.72181818,0.670888889,12.82555556,18.76333333,6.989,0.5675,10.45666667,0.438888889,0.050166667,0.08275,0.275,13.83511609,0.183723077,0.408929091,4.2136925,7.660632143,6.939218889,0.330737778,0.426818889,2.44173913,1.553976,0.601782609,1.63673913,0.233373913,28.226,1.20E-07,4.42E-05,2.06E-08,2.09E-08,2.47E-08,1.15E-08,1.51E-08,1.40E-05,14.48666667,0.485,3.283371078,0.081199027,2.684694997,1.226543407,10.46277666,0.387253477,0.002715504,0.847511062,1222.78343,6.467610783,10.01654324,9.602260918,1.293522157,2.22E-05,2.20E-08,4.68E-06,4.786070327,4.809256085,7.31E-06,4.249858557,1.356210762,0.143447028,0.41841482,0.37733557,1.891938006,0.271392883,0.010037712,47.60649769,0.283961408
MOORE COUNTY,EUCRITE-CM,Achondrite,37.02,0.376,14.30666667,15.68666667,8.94,0.43,10.25,0.435,0.021,0.038,0.423333333,11.08333333,0.2252875,0.326585714,7.7675,6.256666667,6.454,0.3808,0.1944,1.146666667,0.82682,0.572,1.043333333,0.160433333,22.38333333,1.05E-07,4.90E-05,1.98E-08,1.78E-08,2.03E-08,6.64E-09,7.54E-09,1.33E-05,12.36666667,0.82,1.426885527,0.048098434,1.754660701,1.395772358,7.14730937,0.691807165,0.002141109,0.878024691,2006.024096,3.749253333,8.930083333,8.09,0.749850667,2.46E-05,1.93E-08,4.44E-06,5.214741667,3.878402183,7.82E-06,4.086071652,1.415338346,0.241491086,0.479802572,0.61585575,1.503248511,0.363021115,0.012317666,53.85233906,0.299387718
ALLAN HILLS A77256,DIOGENITE,Achondrite,50.00666667,0.163333333,1.29,17.01666667,27.97333333,0.483333333,1.156666667,0.033333333,0.013333333,0.11,0.67,13.25711875,0.570777778,0.395534286,16.58821667,0.990894444,0.696888571,0.015193714,0.084666667,0.103085714,0.082542857,0.012782857,0.223,0.040866667,2.1185,4.24E-07,9.02E-06,8.40E-08,8.80E-08,1.01E-07,4.70E-09,7.30E-09,5.00E-08,13.49666667,0.385,0.799188907,0.01727836,0.608317445,1.115273775,2.52248893,0.154863274,0.047006652,0.871287129,10.63829787,0.462278095,10.13333333,9.046261806,0.092455619,4.72E-06,9.10E-08,2.07E-08,4.572798349,4.741143604,1.22E-06,4.07491136,1.283587104,0.559392081,0.877055039,0.094218406,1.111506261,0.6217678,0.000933209,52.42857031,0.265107027
ALLAN HILLS 84001,SNC ORTHOPYROXENITE,Achondrite,52.785,0.205,1.26,17.46,24.8,0.45825,1.82,0.145,0.019,0.012666667,1.15,13.525,0.73951,0.365133333,15.054375,1.405555556,0.654833333,0.1767,0.123571429,0.2084,0.130466667,0.04064,0.294,0.048673333,4.015,2.29E-07,3.79E-06,3.89E-08,3.60E-08,4.35E-08,6.98E-09,5.44E-09,2.09E-05,13.56,0.854141667,0.898409931,0.018477823,0.704032258,0.692307692,4.28160526,0.31149719,0.060360408,0.827520952,2998.939126,0.72218,10.16248958,9.313047222,0.144436,2.01E-06,3.95E-08,6.99E-06,4.322865972,4.876547778,3.14E-06,4.005584831,1.290942699,0.469830444,0.781940975,0.207505804,1.249053478,0.586843351,0.003106943,18.78048769,0.256228095
CAMEL DONGA,EUCRITE-MMICT,Achondrite,49.23666667,0.653333333,12.72333333,17.76333333,6.6075,0.593333333,10.44333333,0.456666667,0.033333333,0.05,0.25,14.65666667,0.211733333,0.325,3.64,6.785,6.1,0.373,0.504,3.014,1.87,0.6224,1.846,0.2865,36.175,1.98E-07,2.57E-05,4.57E-08,4.89E-08,5.56E-08,3.63E-08,5.14E-08,1.24E-05,14.575,0.19,4.026556777,0.089796948,2.688359188,1.218321098,10.52006981,0.332834225,0.007722083,0.879832391,342.0172463,7.6389,10.01802083,9.807222222,1.52778,1.29E-05,5.01E-08,4.16E-06,4.2245,5.064466667,4.81E-06,4.074425,1.211962702,0.134198768,0.393331719,0.33499084,2.020311164,0.271123269,0.009951933,47.27891147,0.297677882
CUMBERLAND FALLS,AUBRITE,Achondrite,52.68,0.076666667,1.306666667,1.95,34.57,0.253333333,1.113333333,0.5,0.046666667,0.05,0.183333333,4.301428571,0.0934,0.1437,16.13,0.785,0.596333333,0.339,0.066,0.311,0.2286,0.07766,0.2668,0.03878,3.078333333,96.21017397,870.8767317,74.31638469,6.687500205,106.1695001,6.200970838,2.388018524,5495.322865,1.53,5.24,0.266672571,0.007328127,0.05640729,1.173652695,8.019597731,0.339720035,0.092733711,0.427861287,886.2036298,0.92284,11.315,3.69047619,0.184568,483.5434528,62.39112832,1834.637285,4.462583333,1.512842857,832.2715182,2.806857738,0.453337761,0.656226272,0.676463324,0.314460687,1.442497262,0.9466046,0.01037712,4.42682926,0.081652023
RODA,DIOGENITE,Achondrite,50.54,0.16,2.045,8.1033275,27.4,0.22,1.5325,0.22,0.175,0.04,0.68,13.14142857,0.443375,0.338666667,16.14666667,1.136857143,0.8045,0.0701,0.106,0.7026,0.0815,0.019,0.208,0.0622,22.11303344,6.47E-07,1.35E-05,1.25E-07,1.30E-07,1.49E-07,9.33E-09,1.23E-08,1.21E-06,13.145,1.73,0.813878731,0.008029197,0.29574188,1.334420881,11.29581994,0.233128834,0.047928395,0.870308311,130,1.0733,10.2715625,9.338809524,0.21466,7.07E-06,1.35E-07,4.12E-07,4.539530952,4.641156746,1.97E-06,4.023449256,0.616624552,0.542144836,0.67516074,0.145929511,1.423528541,0.771758647,0.007815592,9.056962002,0.260020352
YAMATO 980459,MARTIAN (SHERGOTTITE),Achondrite,49.33333333,0.517333333,5.48,16.80666667,18.80666667,0.477,6.8,0.643333333,0.018,0.3,0.706666667,13.63,0.486,0.402,11.55305,4.55,2.789,0.36,0.324,0.143,0.432,0.252,1.0105,0.157,1.54,2.58E-08,2.53E-07,7.45E-09,7.03E-09,8.50E-09,2.80E-09,2.60E-09,8.89E-07,13.63,0.26,1.179775038,0.025363346,0.893654732,0.805882353,0.910828025,0.583333333,0.092733711,0.82745098,317.5,1.9945,10.23229167,9.173333333,0.3989,1.39E-07,7.66E-09,2.98E-07,4.8130125,4.839333333,1.50E-07,4.26175625,1.233064319,0.381216216,0.649720263,0.381408623,1.38524897,0.528079371,0.013405405,18.56854836,0.276283784
NORTON COUNTY,AUBRITE,Achondrite,53.28666667,0.050333333,0.383333333,0.93,41.70666667,0.15,0.973333333,0.175,0.020666667,0.02,0.085,1.118714286,0.043966667,0.1236,25.14666667,0.942,0.17575,0.097333333,0.02782,44752.03493,41126.93711,4100.20325,28001.61017,4555.834589,21.7666,543.8852677,3104.048074,129.6915003,2.863158411,172.6246669,2.980465528,3.781400013,501.3750026,1.746666667,1.37,0.044487578,0.003596547,0.022298593,0.393835616,9.823015751,0.099696295,0.092733711,0.427861287,168.2203663,122536.62,12.08945833,1.411793651,24507.32401,1823.966671,101.7264419,169.3789561,6.5904375,0.428760317,557.6561919,3.459481369,0.831311454,0.782684849,0.794422707,0.120823302,1.249785005,0.978187788,0.003671963,6.933560442,0.020994263
KAPOETA,HOWARDITE,Achondrite,37.455,0.402857143,5.117142857,15.73,15.21285714,0.26,3.417142857,0.318571429,0.102857143,7.211428571,0.405714286,12.03,0.374,0.372666667,6.646666667,5.523333333,4.9915,0.297333333,0.533333333,5.365,0.29,0.205,0.89,0.14,10.1,4.784583563,13589.72667,219.1201184,0.951612934,19.55154814,14.71268317,3.146973731,436.5342563,14.36,0.98,1.809929789,0.017090807,1.033993802,1.497491639,38.32142857,0.706896552,0.000352074,0.427861287,29.6706081,6.89,8.636875,9.123333333,1.378,6797.255629,79.87442649,151.4646377,4.364708333,4.258888889,1786.066056,3.846104167,1.307564422,0.406163587,0.726833442,0.403515162,1.210457064,0.491643583,0.011251597,20.25084741,0.321185422
MILLBILLILLIE,EUCRITE-MMICT,Achondrite,50.56666667,0.703333333,12.9,19,6.516666667,0.626666667,10.19,0.403333333,0.05,0.09,0.32,14.894265,0.23465,0.453176667,4.01884,7.358292857,6.449441667,0.30521,0.454,2.535416667,1.553545455,0.601583333,1.428888889,0.262333333,32.42,1.64E-07,3.54E-05,4.04E-08,4.31E-08,5.12E-08,3.02E-08,1.35E-07,5.65E-05,14.455,0.854141667,3.70611047,0.096163683,2.915601023,1.265947007,9.664866582,0.387232528,0.004618624,0.843290558,1869.639935,6.381767677,10.16791667,10.06780222,1.276353535,1.78E-05,4.49E-08,1.89E-05,4.532946131,5.194030556,1.15E-05,4.270984524,1.275658785,0.128872775,0.402048319,0.403770498,1.9817113,0.255388635,0.008965063,50.93382342,0.2945471
YAMATO 74013,DIOGENITE,Achondrite,51.975,0.13,0.87,16.325,27.22,0.52,1.14,0.025,0.0105,0.09,2.05,13.41,1.101666667,0.4005,16.4,0.843333333,0.4605,0.0139,0.05925,0.021873333,0.014333333,0.005893333,0.076433333,0.013566667,0.1965,4.80E-07,4.75E-06,1.50E-07,1.65E-07,1.77E-07,8.10E-09,1.18E-08,3.73E-07,13.565,1.385,0.817682927,0.0191036,0.599742836,0.763157895,1.612285012,0.411162791,0.092733711,0.931212121,45.98765432,0.1321,10.2313125,9.453333333,0.02642,2.62E-06,1.64E-07,1.31E-07,4.429433333,4.970722222,7.64E-07,4.08614375,1.217375093,0.523713324,0.824013625,0.178051646,1.193592835,0.625100471,0.000683021,56.61971671,0.258008658
YAMATO 74097,DIOGENITE,Achondrite,50.835,0.08,1.235,14.55,27.145,0.565,1.225,0.04,0.017,0.05,1.93,13.09333333,1.039666667,0.4355,16.375,0.883333333,0.6535,0.0192,0.048,0.007025,0.0099,0.0031,0.0735,0.01285,0.043,6.85E-07,4.84E-06,1.73E-07,1.83E-07,2.01E-07,5.87E-09,5.15E-08,2.71E-07,13.74,1.885,0.799592875,0.020814146,0.536010315,1.008163265,0.546692607,0.313131313,0.092733711,0.908789386,46.13636364,0.106375,10.139,9.572777778,0.021275,2.76E-06,1.86E-07,1.09E-07,4.482758333,4.856166667,8.01E-07,4.068441667,1.111252546,0.533982492,0.800748992,0.114921268,1.219210937,0.651037295,0.001121275,43.15789398,0.257565326
ZAGAMI,MARTIAN (SHERGOTTITE),Achondrite,50.249,0.78875,5.8625,18.05714286,11.23666667,0.5135,10.6675,1.0425,0.12625,0.573333333,0.29,13.68714286,0.196233333,0.403142857,6.7233625,7.454285714,3.088857143,0.798285714,0.48425,1.744666667,1.1789,0.486266667,1.408,0.20545,27.33636364,3.99E-08,1.75E-06,7.34E-09,4.85E-09,5.56E-09,6.15E-09,7.63E-09,5.01E-06,13.395,1.58,2.035758574,0.045698606,1.606983939,0.54956644,8.491928287,0.412474906,0.022783509,0.871834411,815.3569594,5.023283333,10.03390625,9.554047619,1.004656667,8.96E-07,5.91E-09,1.68E-06,4.516197768,4.762173016,8.54E-07,4.104445015,1.319277737,0.223619707,0.522064274,0.377428498,1.715345352,0.383585025,0.023259169,14.1433155,0.272386373
ALLAN HILLS A76005,EUCRITE-PMICT,Achondrite,48.7,0.764857143,11.97,18.82,7.188571429,0.558333333,9.652857143,0.472857143,0.067166667,0.074,0.335714286,14.51875,0.246666667,0.416,4.26,6.617777778,6.43875,0.3395,0.441,2.668166667,1.832333333,0.630166667,2.013333333,0.2785,33.95,1.01E-07,1.08E-05,1.82E-08,1.98E-08,2.24E-08,1.38E-08,2.53E-08,1.18E-05,14.70571429,0.22,3.408157277,0.077669581,2.618044515,1.240047358,9.580490724,0.343914863,0.009335287,0.880832095,852.1228546,7.4225,9.835473214,9.814821429,1.4845,5.45E-06,2.01E-08,3.94E-06,4.414006944,5.060472222,2.85E-06,4.159805556,1.296254843,0.14760927,0.428689161,0.328091775,1.872459629,0.276392398,0.011088785,40.04056251,0.298126283
BHOLGHATI,HOWARDITE,Achondrite,31.93,0.132222222,3.144444444,29.30875,17.83555556,0.256666667,1.471111111,0.515555556,0.093333333,0.2225,0.397777778,13.958,0.515,0.402,9.69,4.2375,4.4165,0.20375,0.288,1.493333333,0.966666667,0.335,0.99,0.16,21,2.84E-08,1.54E-05,17.58000035,0.995000019,2.547500051,3.977500067,0.988000016,206.7500018,13.69,0.77,1.440454076,0.01439073,1.643276539,2.137462236,9.333333333,0.346551724,0.001850163,0.427861287,51.97988643,3.945,6.933645833,9.472666667,0.789,7.69E-06,7.040833472,70.57183394,4.6369375,4.958333333,29.1047522,4.21384375,2.099781487,0.558583011,1.344121234,0.342443429,0.677282222,0.378318343,0.019069492,7.580291958,0.437143752
BOUVANTE,EUCRITE-MMICT,Achondrite,49.725,1.01,11.15,20.5,6.39,0.6,10.315,0.475,0.065,0.12,0.3,15.30357722,0.216344,0.402333333,3.844926667,7.4432,5.751133333,0.39184,0.617313333,5.197142857,3.224666667,0.807142857,2.827142857,0.410866667,55.36571429,7.42E-08,7.59E-05,1.41E-08,1.46E-08,1.78E-08,7.10E-09,1.02E-08,2.70E-05,15.31,0.854141667,3.980200027,0.093896714,3.208137715,1.080950073,12.64922,0.250302726,0.000977602,0.820224719,3802.816901,12.4669619,9.855,10.48923963,2.493392381,3.80E-05,1.55E-08,9.01E-06,4.357775,5.307418185,1.29E-05,4.246333486,1.339556086,0.128506787,0.441724846,0.26732164,1.849200446,0.237634808,0.010859729,39.74999993,0.307764248
ELLEMEET,DIOGENITE,Achondrite,53.65666667,0.064,0.632,12.15595143,28.73666667,0.673333333,0.791666667,0.0375,0.0115,0.01,1.268571429,13.02285714,0.815,0.6248,15.865,0.698285714,0.36875,0.0256,0.0385,0.011333333,0.01225,0.005,0.0558,0.014666667,22.11303344,3.99E-07,2.20E-06,5.82E-08,5.88E-08,7.03E-08,3.53E-09,3.25E-09,2.50E-07,12.25,0.725,0.820854532,0.023431156,0.423011881,0.798315789,0.772727273,0.408163265,0.092733711,0.836415363,70.92198582,0.09905,10.56866667,8.665952381,0.01981,1.30E-06,6.24E-08,8.56E-08,4.239408929,4.820885714,3.80E-07,3.932349107,0.933431988,0.535565633,0.753244104,0.19124269,1.312135763,0.702734821,0.000913214,29.05442118,0.242707159
ALLAN HILLS A77257,UREILITE,Achondrite,41.835,0.035,0.16,12.27,40.77333333,0.393333333,0.91,0.025,0.013333333,0.053333333,0.71,10.88,0.499333333,0.315633333,24.64,0.685,0.106,0.015,0.024,0.012366667,0.00423,0.000953333,0.051566667,0.00964,0.34617,1.32E-07,4.48E-06,2.39E-06,2.43E-08,2.53E-07,1.35E-05,2.52E-06,5.31E-06,10.72,0.854141667,0.441558442,0.009646828,0.300931982,0.175824176,1.282849239,0.22537431,0.029464286,0.427861287,0.393437035,0.078756667,10.52041667,7.484713889,0.015751333,2.31E-06,8.90E-07,7.11E-06,6.3615,3.898322222,3.58E-06,4.645620833,1.127757353,0.974622525,1.263086875,0.064549077,0.788694778,0.768679696,0.000916298,27.91304275,0.26006932
CACHARI,EUCRITE-MMICT,Achondrite,48.38,0.626,13.075,19.15,6.97,0.621,10.175,0.51,0.0495,0.076,0.35,16.07333333,0.270666667,0.513333333,4.205,6.65,6.9195,0.389666667,0.3755,3.03,1.8205,0.639666667,1.897666667,0.258666667,57.25,9.20E-08,4.08E-06,2.10E-08,1.84E-08,2.36E-08,1.04E-08,1.26E-08,9.52E-06,14.885,0.854141667,3.822433611,0.089096126,2.74748924,1.285012285,11.71391753,0.351368672,0.022530612,0.781073446,918.0064309,7.6465,9.9820625,10.60415833,1.5293,2.09E-06,2.10E-08,3.18E-06,4.541041667,5.619111111,1.72E-06,4.424625,1.191414351,0.144067797,0.425026442,0.344150507,1.852220521,0.266845329,0.011564696,41.55495971,0.332230949
SHERGOTTY,MARTIAN (SHERGOTTITE),Achondrite,50.55555556,0.845,6.5475,16.67818182,9.315555556,0.52825,8.928181818,1.163222222,0.164714286,0.586666667,0.216666667,14.41916667,0.133261538,0.3862,5.565122222,6.852222222,3.643125,1.042727273,0.496285714,1.8525,1.244185185,0.474136364,1.37,0.208821429,34.1125,3.67E-08,1.25E-06,1.72E-08,1.15E-08,1.62E-08,3.96E-09,6.10E-09,3.20E-06,15.04714286,0.854141667,2.590988318,0.056706226,1.790358258,0.733352001,8.871216008,0.381081827,0.02943002,0.710679399,808.0339016,5.149642977,9.723705763,10.10681706,1.029928595,6.42E-07,1.50E-08,1.07E-06,4.275799179,4.979542735,5.67E-07,4.06726383,1.156667525,0.184263736,0.455207469,0.363162057,1.944912916,0.358376921,0.026266876,11.65393203,0.285214286
YAMATO 791186,EUCRITE-MMICT,Achondrite,48.14,0.9,11.24,16.92,7.96,0.55,9.79,0.49,0.08,0.1,0.44,14.5138525,0.2808,0.4266,4.63537,6.65542,6.0209375,0.37146,0.53225,3.52,1.9325,0.7275,1.975,0.315,50,1.09E-07,3.27E-05,2.83E-08,2.80E-08,3.31E-08,1.42E-08,1.84E-08,1.56E-05,14.75,1.04,3.131109814,0.069095477,2.125628141,1.148110317,11.17460317,0.376455369,0.003333333,0.84592145,1098.591549,8.47,9.79375,10.10128417,1.694,1.64E-05,2.98E-08,5.21E-06,4.420796875,5.073750833,6.07E-06,4.17958625,1.165782827,0.165351059,0.418996295,0.372382871,1.93488746,0.319935691,0.011840465,36.89473678,0.301492574
SERRA DE MAGÉ,EUCRITE-CM,Achondrite,47.6025,0.154,16.8275,12.7,9.6925,0.435,11.03,0.273333333,0.012333333,0.08675,0.4075,10.84615385,0.268857143,0.309142857,5.634,7.926,9.171166667,0.229666667,0.0958,0.234,0.233,0.3422,0.309,0.050694,8.26,1.92E-08,9.10E-06,4.10E-09,5.20E-09,7.00E-09,1.39E-08,6.47E-09,7.40E-06,10.1,0.854141667,1.925124928,0.044880062,1.310291462,1.525611967,4.615930879,1.468669528,0.002108059,0.742857143,531.1004785,1.168894,10.74498958,7.266765171,0.2337788,4.56E-06,5.43E-09,2.47E-06,5.740208333,3.808051282,2.07E-06,4.310098397,1.170921986,0.203613256,0.347547726,1.275330668,2.125823378,0.432845819,0.006001085,97.51750258,0.227848408
BIALYSTOK,EUCRITE-PMICT,Achondrite,49.015,0.56,11.67,17.66,9.395,0.54,9.16,0.3,0.03,0.09,0.72,13.899865,0.5265,0.4175,5.664365,6.5495,6.174795,0.22388,0.288,1.34,0.894,0.39,0.98,0.155,15,2.77E-07,3.50E-05,3.80E-08,3.37E-08,4.50E-08,1.85E-08,2.12E-08,7.00E-06,14.21,0.55,2.453914075,0.057477382,1.879723257,1.274017467,8.64516129,0.436241611,0.007914286,0.748888889,378.3783784,3.759,10.025,9.553288333,0.7518,1.76E-05,3.89E-08,2.35E-06,4.653135,4.947955,5.30E-06,4.218050625,1.270515937,0.191676018,0.445826811,0.416660959,1.811679911,0.34725559,0.006732633,63.12121193,0.283583903
PESYANOE,AUBRITE,Achondrite,57.69,0.08,1.56,0.04,37.3,0.16,0.82,0.16,0.02,0.417032887,0.05,1.19,0.0405,0.138233333,22.49,0.59,0.593,0.1905,0.0395,0.269,0.231,0.057,0.237,0.035,1.835,9.766668228,0.004878921,1.95E-05,2.278571619,1.49E-06,24.24800095,4.523750156,636.7333549,1.18,0.88,0.052912406,0.004289544,0.001072386,1.902439024,7.685714286,0.246753247,0.092733711,1.182042918,26.25921024,0.829,12.26587911,1.083333333,0.1658,4.885773575,0.759530884,221.8350353,5.965875,0.456244444,84.69440573,3.158966667,0.033613445,0.646559196,0.63021097,0.243609764,1.544991966,0.998928763,0.003120125,13.22222215,0.020627492
LAKANGAON,EUCRITE-MMICT,Achondrite,49.04,0.85,11.54,22.815,5.87,0.6,10.27,0.49,0.08,0.06,0.35,17.026,0.217,0.468,3.52,7.3575,6.20425,0.37175,0.52175,3.54,2.208333333,0.716,2.226666667,0.347833333,43.03333333,3.72E-07,0.00011,6.30E-08,5.70E-08,7.00E-08,3.21E-08,4.44E-08,2.56E-05,17.74,0.854141667,4.836931818,0.102214651,3.886712095,1.123661149,10.17728797,0.324226415,0.003381818,0.814285714,797.5077882,9.038833333,9.74375,11.87338056,1.807766667,5.52E-05,6.33E-08,8.56E-06,4.363375,5.903666667,1.70E-05,4.46078125,1.340009397,0.119698206,0.473506108,0.322888892,1.709604323,0.20463657,0.011623165,38.26315783,0.347185971
MANEGAON,DIOGENITE,Achondrite,52.82333333,0.08,2.495,12.34785,25.45666667,0.5,1.8625,0.15,0.025,0.417032887,0.79,11.912,0.548,0.388,15.35,1.237,1.085666667,0.059066667,0.046,0.1515,0.079,0.042,0.101,0.076,22.11303344,1.21E-07,4.15E-06,2.14E-08,2.12E-08,2.45E-08,3.10E-09,2.20E-09,1.12E-06,12.98666667,0.44,0.776026059,0.01964122,0.485053686,1.339597315,1.993421053,0.53164557,0.029036145,0.865306122,361.2903226,0.4495,10.46619161,8.446222222,0.0899,2.14E-06,2.24E-08,3.75E-07,4.432933333,4.282666667,6.83E-07,3.828216667,1.036589154,0.481920868,0.683399415,0.470191802,1.397275722,0.673376329,0.00331293,24.89999986,0.225506405
MACIBINI,EUCRITE-PMICT,Achondrite,49.38333333,0.7285,11.91,17.49666667,8.393333333,0.526333333,9.926666667,0.516666667,0.054,0.1,0.42,13.834134,0.277,0.391644,5.061046667,7.0975,6.3007,0.35278,0.447666667,3.268833333,1.9945,0.692833333,1.904727273,0.2875,36.90909091,5.24E-07,2.70E-05,1.07E-07,1.04E-07,1.23E-07,7.83E-08,8.67E-08,1.49E-05,14.305,0.58,2.733453159,0.062708499,2.084590945,1.199798522,11.36985507,0.34737194,0.019407407,0.85170068,189.5744681,8.148393939,10.10129167,9.573044667,1.629678788,1.38E-05,1.11E-07,5.01E-06,4.703006667,4.834259333,5.36E-06,4.220308917,1.264746074,0.169962875,0.42239504,0.355463779,1.907428866,0.324192095,0.011555856,38.26518685,0.280137712
IBITIRA,EUCRITE-MMICT,Achondrite,39.604,0.8475,12.3925,17.98,7.348,0.5025,10.8775,0.18,0.023333333,0.116666667,0.3375,13.93166667,0.226085714,0.383983333,4.4075,7.714,6.5585,0.1545,0.5075,2.332,1.531666667,0.6005,1.67,0.305166667,22.59,1.69E-07,3.57E-05,3.04E-08,2.44E-08,3.04E-08,1.63E-08,1.47E-08,1.23E-05,14.4975,0.854141667,3.160899981,0.068385955,2.446924333,1.139278327,7.641725833,0.392056583,0.004722534,0.803953871,754.601227,6.439333333,8.8805625,9.761102778,1.287866667,1.79E-05,2.84E-08,4.11E-06,4.708625,4.847245238,6.03E-06,4.235466964,1.290584998,0.185536814,0.487109709,0.375467755,1.563644978,0.290113708,0.005134162,114.4426224,0.351774232
